,0
12450,<=50K
12451,<=50K
12452,<=50K
12453,<=50K
12454,<=50K
12455,<=50K
12456,<=50K
12457,<=50K
12458,<=50K
12459,>50K
12460,<=50K
12461,<=50K
12462,<=50K
12463,<=50K
12464,<=50K
12465,<=50K
12466,>50K
12467,<=50K
12468,<=50K
12469,<=50K
12470,<=50K
12471,<=50K
12472,<=50K
12473,<=50K
12474,<=50K
12475,<=50K
12476,<=50K
12477,<=50K
12478,<=50K
12479,<=50K
12480,<=50K
12481,<=50K
12482,<=50K
12483,<=50K
12484,<=50K
12485,<=50K
12486,<=50K
12487,>50K
12488,<=50K
12489,<=50K
12490,<=50K
12491,<=50K
12492,<=50K
12493,>50K
12494,<=50K
12495,<=50K
12496,<=50K
12497,<=50K
12498,<=50K
12499,<=50K
12500,<=50K
12501,<=50K
12502,<=50K
12503,<=50K
12504,<=50K
12505,<=50K
12506,<=50K
12507,>50K
12508,<=50K
12509,<=50K
12510,<=50K
12511,<=50K
12512,<=50K
12513,<=50K
12514,<=50K
12515,<=50K
12516,<=50K
12517,<=50K
12518,<=50K
12519,<=50K
12520,<=50K
12521,<=50K
12522,<=50K
12523,>50K
12524,>50K
12525,<=50K
12526,<=50K
12527,>50K
12528,<=50K
12529,<=50K
12530,<=50K
12531,<=50K
12532,<=50K
12533,>50K
12534,<=50K
12535,<=50K
12536,<=50K
12537,<=50K
12538,>50K
12539,<=50K
12540,<=50K
12541,>50K
12542,<=50K
12543,<=50K
12544,<=50K
12545,<=50K
12546,>50K
12547,<=50K
12548,>50K
12549,<=50K
12550,<=50K
12551,<=50K
12552,<=50K
12553,<=50K
12554,<=50K
12555,<=50K
12556,<=50K
12557,<=50K
12558,<=50K
12559,<=50K
12560,<=50K
12561,>50K
12562,<=50K
12563,<=50K
12564,<=50K
12565,<=50K
12566,<=50K
12567,<=50K
12568,<=50K
12569,<=50K
12570,<=50K
12571,<=50K
12572,>50K
12573,>50K
12574,<=50K
12575,<=50K
12576,>50K
12577,<=50K
12578,<=50K
12579,<=50K
12580,<=50K
12581,<=50K
12582,<=50K
12583,<=50K
12584,<=50K
12585,<=50K
12586,<=50K
12587,<=50K
12588,<=50K
12589,<=50K
12590,<=50K
12591,<=50K
12592,<=50K
12593,<=50K
12594,<=50K
12595,<=50K
12596,<=50K
12597,<=50K
12598,<=50K
12599,<=50K
12600,<=50K
12601,<=50K
12602,<=50K
12603,<=50K
12604,<=50K
12605,<=50K
12606,<=50K
12607,<=50K
12608,<=50K
12609,>50K
12610,<=50K
12611,<=50K
12612,<=50K
12613,<=50K
12614,>50K
12615,>50K
12616,<=50K
12617,<=50K
12618,>50K
12619,<=50K
12620,<=50K
12621,<=50K
12622,<=50K
12623,>50K
12624,<=50K
12625,<=50K
12626,<=50K
12627,<=50K
12628,<=50K
12629,<=50K
12630,<=50K
12631,<=50K
12632,<=50K
12633,<=50K
12634,<=50K
12635,<=50K
12636,<=50K
12637,<=50K
12638,<=50K
12639,<=50K
12640,<=50K
12641,<=50K
12642,<=50K
12643,<=50K
12644,<=50K
12645,>50K
12646,>50K
12647,<=50K
12648,<=50K
12649,>50K
12650,<=50K
12651,<=50K
12652,<=50K
12653,<=50K
12654,<=50K
12655,<=50K
12656,<=50K
12657,<=50K
12658,<=50K
12659,<=50K
12660,<=50K
12661,<=50K
12662,<=50K
12663,<=50K
12664,<=50K
12665,<=50K
12666,<=50K
12667,<=50K
12668,<=50K
12669,>50K
12670,<=50K
12671,>50K
12672,<=50K
12673,<=50K
12674,>50K
12675,<=50K
12676,<=50K
12677,<=50K
12678,<=50K
12679,>50K
12680,<=50K
12681,<=50K
12682,<=50K
12683,<=50K
12684,<=50K
12685,<=50K
12686,<=50K
12687,<=50K
12688,>50K
12689,<=50K
12690,<=50K
12691,<=50K
12692,<=50K
12693,<=50K
12694,<=50K
12695,>50K
12696,>50K
12697,<=50K
12698,<=50K
12699,<=50K
12700,<=50K
12701,<=50K
12702,<=50K
12703,<=50K
12704,>50K
12705,<=50K
12706,<=50K
12707,<=50K
12708,<=50K
12709,<=50K
12710,<=50K
12711,>50K
12712,<=50K
12713,<=50K
12714,<=50K
12715,<=50K
12716,<=50K
12717,<=50K
12718,<=50K
12719,>50K
12720,<=50K
12721,>50K
12722,<=50K
12723,<=50K
12724,<=50K
12725,<=50K
12726,<=50K
12727,<=50K
12728,>50K
12729,<=50K
12730,<=50K
12731,<=50K
12732,<=50K
12733,<=50K
12734,<=50K
12735,<=50K
12736,<=50K
12737,<=50K
12738,<=50K
12739,<=50K
12740,>50K
12741,>50K
12742,<=50K
12743,<=50K
12744,<=50K
12745,<=50K
12746,<=50K
12747,<=50K
12748,>50K
12749,<=50K
12750,<=50K
12751,<=50K
12752,>50K
12753,<=50K
12754,>50K
12755,<=50K
12756,>50K
12757,>50K
12758,<=50K
12759,<=50K
12760,<=50K
12761,<=50K
12762,<=50K
12763,<=50K
12764,<=50K
12765,<=50K
12766,<=50K
12767,<=50K
12768,<=50K
12769,<=50K
12770,<=50K
12771,<=50K
12772,<=50K
12773,<=50K
12774,<=50K
12775,<=50K
12776,>50K
12777,<=50K
12778,<=50K
12779,<=50K
12780,<=50K
12781,<=50K
12782,<=50K
12783,>50K
12784,<=50K
12785,<=50K
12786,<=50K
12787,>50K
12788,<=50K
12789,<=50K
12790,<=50K
12791,<=50K
12792,<=50K
12793,>50K
12794,<=50K
12795,<=50K
12796,<=50K
12797,<=50K
12798,>50K
12799,<=50K
12800,<=50K
12801,<=50K
12802,<=50K
12803,<=50K
12804,<=50K
12805,<=50K
12806,<=50K
12807,>50K
12808,<=50K
12809,<=50K
12810,<=50K
12811,<=50K
12812,<=50K
12813,<=50K
12814,>50K
12815,<=50K
12816,<=50K
12817,<=50K
12818,<=50K
12819,<=50K
12820,<=50K
12821,<=50K
12822,<=50K
12823,<=50K
12824,<=50K
12825,<=50K
12826,<=50K
12827,<=50K
12828,<=50K
12829,<=50K
12830,<=50K
12831,<=50K
12832,<=50K
12833,<=50K
12834,<=50K
12835,>50K
12836,<=50K
12837,<=50K
12838,>50K
12839,<=50K
12840,<=50K
12841,<=50K
12842,<=50K
12843,>50K
12844,<=50K
12845,<=50K
12846,<=50K
12847,<=50K
12848,>50K
12849,<=50K
12850,<=50K
12851,>50K
12852,<=50K
12853,<=50K
12854,<=50K
12855,<=50K
12856,<=50K
12857,<=50K
12858,<=50K
12859,<=50K
12860,<=50K
12861,<=50K
12862,<=50K
12863,<=50K
12864,<=50K
12865,<=50K
12866,<=50K
12867,<=50K
12868,<=50K
12869,<=50K
12870,<=50K
12871,<=50K
12872,<=50K
12873,<=50K
12874,<=50K
12875,<=50K
12876,<=50K
12877,<=50K
12878,<=50K
12879,<=50K
12880,<=50K
12881,<=50K
12882,<=50K
12883,<=50K
12884,<=50K
12885,<=50K
12886,<=50K
12887,<=50K
12888,<=50K
12889,<=50K
12890,<=50K
12891,<=50K
12892,<=50K
12893,>50K
12894,<=50K
12895,<=50K
12896,<=50K
12897,>50K
12898,<=50K
12899,<=50K
12900,>50K
12901,<=50K
12902,<=50K
12903,<=50K
12904,<=50K
12905,>50K
12906,<=50K
12907,<=50K
12908,<=50K
12909,<=50K
12910,>50K
12911,<=50K
12912,<=50K
12913,<=50K
12914,<=50K
12915,<=50K
12916,<=50K
12917,<=50K
12918,>50K
12919,<=50K
12920,>50K
12921,<=50K
12922,<=50K
12923,<=50K
12924,<=50K
12925,<=50K
12926,>50K
12927,<=50K
12928,<=50K
12929,<=50K
12930,>50K
12931,<=50K
12932,<=50K
12933,<=50K
12934,<=50K
12935,<=50K
12936,>50K
12937,<=50K
12938,<=50K
12939,<=50K
12940,<=50K
12941,<=50K
12942,<=50K
12943,>50K
12944,<=50K
12945,<=50K
12946,<=50K
12947,<=50K
12948,<=50K
12949,<=50K
12950,<=50K
12951,<=50K
12952,<=50K
12953,<=50K
12954,<=50K
12955,<=50K
12956,<=50K
12957,<=50K
12958,<=50K
12959,<=50K
12960,<=50K
12961,<=50K
12962,<=50K
12963,<=50K
12964,>50K
12965,<=50K
12966,<=50K
12967,>50K
12968,<=50K
12969,<=50K
12970,>50K
12971,<=50K
12972,<=50K
12973,>50K
12974,<=50K
12975,<=50K
12976,>50K
12977,>50K
12978,<=50K
12979,<=50K
12980,<=50K
12981,>50K
12982,<=50K
12983,>50K
12984,<=50K
12985,<=50K
12986,<=50K
12987,>50K
12988,<=50K
12989,<=50K
12990,<=50K
12991,<=50K
12992,<=50K
12993,<=50K
12994,>50K
12995,<=50K
12996,<=50K
12997,<=50K
12998,<=50K
12999,<=50K
13000,<=50K
13001,<=50K
13002,<=50K
13003,<=50K
13004,<=50K
13005,<=50K
13006,>50K
13007,<=50K
13008,<=50K
13009,<=50K
13010,<=50K
13011,<=50K
13012,<=50K
13013,<=50K
13014,<=50K
13015,<=50K
13016,<=50K
13017,<=50K
13018,<=50K
13019,>50K
13020,<=50K
13021,<=50K
13022,<=50K
13023,<=50K
13024,<=50K
13025,<=50K
13026,<=50K
13027,>50K
13028,<=50K
13029,<=50K
13030,<=50K
13031,<=50K
13032,<=50K
13033,<=50K
13034,<=50K
13035,>50K
13036,<=50K
13037,<=50K
13038,<=50K
13039,>50K
13040,<=50K
13041,>50K
13042,>50K
13043,<=50K
13044,<=50K
13045,<=50K
13046,<=50K
13047,<=50K
13048,<=50K
13049,>50K
13050,<=50K
13051,<=50K
13052,<=50K
13053,>50K
13054,>50K
13055,<=50K
13056,<=50K
13057,<=50K
13058,>50K
13059,>50K
13060,<=50K
13061,<=50K
13062,<=50K
13063,<=50K
13064,>50K
13065,<=50K
13066,<=50K
13067,>50K
13068,<=50K
13069,<=50K
13070,<=50K
13071,<=50K
13072,<=50K
13073,>50K
13074,<=50K
13075,<=50K
13076,<=50K
13077,>50K
13078,<=50K
13079,<=50K
13080,<=50K
13081,<=50K
13082,<=50K
13083,<=50K
13084,<=50K
13085,<=50K
13086,<=50K
13087,<=50K
13088,<=50K
13089,<=50K
13090,>50K
13091,<=50K
13092,<=50K
13093,<=50K
13094,<=50K
13095,<=50K
13096,<=50K
13097,<=50K
13098,<=50K
13099,<=50K
13100,<=50K
13101,<=50K
13102,<=50K
13103,<=50K
13104,<=50K
13105,<=50K
13106,<=50K
13107,>50K
13108,<=50K
13109,<=50K
13110,<=50K
13111,<=50K
13112,<=50K
13113,>50K
13114,<=50K
13115,<=50K
13116,>50K
13117,>50K
13118,<=50K
13119,>50K
13120,<=50K
13121,<=50K
13122,<=50K
13123,<=50K
13124,<=50K
13125,<=50K
13126,>50K
13127,<=50K
13128,<=50K
13129,<=50K
13130,<=50K
13131,<=50K
13132,<=50K
13133,<=50K
13134,<=50K
13135,<=50K
13136,<=50K
13137,>50K
13138,<=50K
13139,<=50K
13140,<=50K
13141,<=50K
13142,<=50K
13143,<=50K
13144,<=50K
13145,<=50K
13146,<=50K
13147,<=50K
13148,<=50K
13149,<=50K
13150,<=50K
13151,<=50K
13152,<=50K
13153,<=50K
13154,<=50K
13155,>50K
13156,<=50K
13157,<=50K
13158,>50K
13159,<=50K
13160,<=50K
13161,<=50K
13162,<=50K
13163,<=50K
13164,<=50K
13165,<=50K
13166,<=50K
13167,<=50K
13168,<=50K
13169,<=50K
13170,<=50K
13171,<=50K
13172,<=50K
13173,>50K
13174,<=50K
13175,<=50K
13176,<=50K
13177,>50K
13178,>50K
13179,<=50K
13180,<=50K
13181,<=50K
13182,<=50K
13183,<=50K
13184,>50K
13185,<=50K
13186,<=50K
13187,>50K
13188,<=50K
13189,<=50K
13190,<=50K
13191,<=50K
13192,<=50K
13193,<=50K
13194,<=50K
13195,<=50K
13196,<=50K
13197,>50K
13198,<=50K
13199,<=50K
13200,>50K
13201,<=50K
13202,<=50K
13203,<=50K
13204,<=50K
13205,<=50K
13206,<=50K
13207,<=50K
13208,>50K
13209,<=50K
13210,<=50K
13211,<=50K
13212,<=50K
13213,<=50K
13214,>50K
13215,>50K
13216,>50K
13217,>50K
13218,<=50K
13219,<=50K
13220,<=50K
13221,<=50K
13222,<=50K
13223,<=50K
13224,<=50K
13225,<=50K
13226,<=50K
13227,<=50K
13228,<=50K
13229,<=50K
13230,>50K
13231,<=50K
13232,<=50K
13233,<=50K
13234,<=50K
13235,<=50K
13236,<=50K
13237,<=50K
13238,<=50K
13239,<=50K
13240,>50K
13241,>50K
13242,<=50K
13243,<=50K
13244,<=50K
13245,<=50K
13246,<=50K
13247,<=50K
13248,<=50K
13249,<=50K
13250,<=50K
13251,<=50K
13252,<=50K
13253,<=50K
13254,<=50K
13255,<=50K
13256,>50K
13257,<=50K
13258,<=50K
13259,<=50K
13260,<=50K
13261,<=50K
13262,>50K
13263,<=50K
13264,<=50K
13265,<=50K
13266,>50K
13267,<=50K
13268,<=50K
13269,<=50K
13270,<=50K
13271,<=50K
13272,<=50K
13273,>50K
13274,<=50K
13275,>50K
13276,>50K
13277,<=50K
13278,<=50K
13279,<=50K
13280,<=50K
13281,<=50K
13282,<=50K
13283,<=50K
13284,<=50K
13285,<=50K
13286,<=50K
13287,<=50K
13288,<=50K
13289,<=50K
13290,>50K
13291,<=50K
13292,<=50K
13293,<=50K
13294,<=50K
13295,<=50K
13296,<=50K
13297,<=50K
13298,<=50K
13299,<=50K
13300,<=50K
13301,>50K
13302,<=50K
13303,<=50K
13304,<=50K
13305,<=50K
13306,>50K
13307,<=50K
13308,>50K
13309,<=50K
13310,<=50K
13311,>50K
13312,<=50K
13313,<=50K
13314,<=50K
13315,<=50K
13316,<=50K
13317,<=50K
13318,<=50K
13319,<=50K
13320,>50K
13321,<=50K
13322,>50K
13323,>50K
13324,<=50K
13325,<=50K
13326,<=50K
13327,<=50K
13328,<=50K
13329,<=50K
13330,<=50K
13331,<=50K
13332,>50K
13333,<=50K
13334,<=50K
13335,<=50K
13336,<=50K
13337,<=50K
13338,<=50K
13339,<=50K
13340,<=50K
13341,<=50K
13342,<=50K
13343,>50K
13344,<=50K
13345,<=50K
13346,<=50K
13347,<=50K
13348,>50K
13349,>50K
13350,<=50K
13351,<=50K
13352,<=50K
13353,<=50K
13354,<=50K
13355,<=50K
13356,<=50K
13357,<=50K
13358,<=50K
13359,>50K
13360,<=50K
13361,<=50K
13362,<=50K
13363,<=50K
13364,<=50K
13365,<=50K
13366,<=50K
13367,<=50K
13368,<=50K
13369,<=50K
13370,>50K
13371,<=50K
13372,>50K
13373,>50K
13374,<=50K
13375,<=50K
13376,<=50K
13377,<=50K
13378,>50K
13379,<=50K
13380,<=50K
13381,<=50K
13382,<=50K
13383,<=50K
13384,<=50K
13385,<=50K
13386,<=50K
13387,>50K
13388,<=50K
13389,<=50K
13390,<=50K
13391,>50K
13392,<=50K
13393,<=50K
13394,<=50K
13395,<=50K
13396,<=50K
13397,<=50K
13398,<=50K
13399,<=50K
13400,<=50K
13401,<=50K
13402,<=50K
13403,<=50K
13404,<=50K
13405,<=50K
13406,<=50K
13407,<=50K
13408,<=50K
13409,<=50K
13410,<=50K
13411,<=50K
13412,<=50K
13413,<=50K
13414,<=50K
13415,<=50K
13416,<=50K
13417,<=50K
13418,>50K
13419,<=50K
13420,<=50K
13421,<=50K
13422,>50K
13423,>50K
13424,<=50K
13425,<=50K
13426,<=50K
13427,<=50K
13428,<=50K
13429,>50K
13430,<=50K
13431,<=50K
13432,<=50K
13433,<=50K
13434,<=50K
13435,<=50K
13436,<=50K
13437,<=50K
13438,>50K
13439,<=50K
13440,>50K
13441,<=50K
13442,<=50K
13443,>50K
13444,<=50K
13445,>50K
13446,<=50K
13447,<=50K
13448,<=50K
13449,<=50K
13450,<=50K
13451,<=50K
13452,<=50K
13453,<=50K
13454,<=50K
13455,<=50K
13456,<=50K
13457,<=50K
13458,<=50K
13459,<=50K
13460,<=50K
13461,<=50K
13462,<=50K
13463,<=50K
13464,<=50K
13465,<=50K
13466,<=50K
13467,>50K
13468,<=50K
13469,<=50K
13470,<=50K
13471,<=50K
13472,<=50K
13473,<=50K
13474,<=50K
13475,<=50K
13476,<=50K
13477,>50K
13478,<=50K
13479,>50K
13480,<=50K
13481,>50K
13482,<=50K
13483,<=50K
13484,<=50K
13485,<=50K
13486,<=50K
13487,<=50K
13488,<=50K
13489,<=50K
13490,<=50K
13491,<=50K
13492,<=50K
13493,<=50K
13494,<=50K
13495,>50K
13496,<=50K
13497,<=50K
13498,<=50K
13499,<=50K
13500,>50K
13501,<=50K
13502,<=50K
13503,>50K
13504,<=50K
13505,<=50K
13506,<=50K
13507,>50K
13508,<=50K
13509,<=50K
13510,<=50K
13511,<=50K
13512,<=50K
13513,<=50K
13514,<=50K
13515,<=50K
13516,>50K
13517,>50K
13518,<=50K
13519,<=50K
13520,<=50K
13521,<=50K
13522,<=50K
13523,<=50K
13524,<=50K
13525,<=50K
13526,<=50K
13527,<=50K
13528,<=50K
13529,<=50K
13530,<=50K
13531,<=50K
13532,<=50K
13533,<=50K
13534,<=50K
13535,<=50K
13536,<=50K
13537,<=50K
13538,<=50K
13539,<=50K
13540,<=50K
13541,<=50K
13542,<=50K
13543,<=50K
13544,<=50K
13545,<=50K
13546,<=50K
13547,<=50K
13548,<=50K
13549,<=50K
13550,>50K
13551,<=50K
13552,<=50K
13553,<=50K
13554,<=50K
13555,<=50K
13556,<=50K
13557,<=50K
13558,<=50K
13559,>50K
13560,<=50K
13561,<=50K
13562,<=50K
13563,<=50K
13564,>50K
13565,<=50K
13566,<=50K
13567,>50K
13568,<=50K
13569,>50K
13570,<=50K
13571,<=50K
13572,<=50K
13573,<=50K
13574,<=50K
13575,<=50K
13576,<=50K
13577,<=50K
13578,<=50K
13579,<=50K
13580,<=50K
13581,<=50K
13582,<=50K
13583,>50K
13584,<=50K
13585,<=50K
13586,<=50K
13587,<=50K
13588,<=50K
13589,<=50K
13590,<=50K
13591,<=50K
13592,<=50K
13593,<=50K
13594,<=50K
13595,<=50K
13596,<=50K
13597,<=50K
13598,<=50K
13599,<=50K
13600,<=50K
13601,<=50K
13602,<=50K
13603,<=50K
13604,<=50K
13605,<=50K
13606,<=50K
13607,<=50K
13608,<=50K
13609,<=50K
13610,<=50K
13611,>50K
13612,<=50K
13613,<=50K
13614,<=50K
13615,<=50K
13616,<=50K
13617,<=50K
13618,<=50K
13619,<=50K
13620,<=50K
13621,<=50K
13622,<=50K
13623,<=50K
13624,<=50K
13625,<=50K
13626,<=50K
13627,<=50K
13628,<=50K
13629,<=50K
13630,<=50K
13631,<=50K
13632,<=50K
13633,<=50K
13634,<=50K
13635,<=50K
13636,<=50K
13637,>50K
13638,<=50K
13639,<=50K
13640,<=50K
13641,>50K
13642,<=50K
13643,<=50K
13644,<=50K
13645,<=50K
13646,<=50K
13647,<=50K
13648,<=50K
13649,<=50K
13650,<=50K
13651,<=50K
13652,<=50K
13653,<=50K
13654,<=50K
13655,<=50K
13656,<=50K
13657,<=50K
13658,<=50K
13659,<=50K
13660,>50K
13661,<=50K
13662,<=50K
13663,<=50K
13664,<=50K
13665,<=50K
13666,>50K
13667,<=50K
13668,<=50K
13669,<=50K
13670,<=50K
13671,>50K
13672,<=50K
13673,<=50K
13674,<=50K
13675,<=50K
13676,<=50K
13677,<=50K
13678,<=50K
13679,>50K
13680,>50K
13681,<=50K
13682,<=50K
13683,<=50K
13684,<=50K
13685,<=50K
13686,<=50K
13687,<=50K
13688,<=50K
13689,<=50K
13690,<=50K
13691,<=50K
13692,<=50K
13693,<=50K
13694,<=50K
13695,>50K
13696,<=50K
13697,>50K
13698,<=50K
13699,<=50K
13700,<=50K
13701,<=50K
13702,<=50K
13703,<=50K
13704,<=50K
13705,<=50K
13706,>50K
13707,<=50K
13708,<=50K
13709,<=50K
13710,<=50K
13711,<=50K
13712,>50K
13713,<=50K
13714,<=50K
13715,<=50K
13716,<=50K
13717,<=50K
13718,<=50K
13719,>50K
13720,<=50K
13721,<=50K
13722,<=50K
13723,<=50K
13724,<=50K
13725,<=50K
13726,>50K
13727,<=50K
13728,<=50K
13729,<=50K
13730,<=50K
13731,>50K
13732,<=50K
13733,<=50K
13734,<=50K
13735,<=50K
13736,<=50K
13737,<=50K
13738,<=50K
13739,<=50K
13740,<=50K
13741,<=50K
13742,<=50K
13743,>50K
13744,<=50K
13745,>50K
13746,<=50K
13747,>50K
13748,<=50K
13749,<=50K
13750,<=50K
13751,<=50K
13752,<=50K
13753,<=50K
13754,>50K
13755,<=50K
13756,<=50K
13757,<=50K
13758,<=50K
13759,<=50K
13760,<=50K
13761,<=50K
13762,<=50K
13763,<=50K
13764,<=50K
13765,<=50K
13766,<=50K
13767,>50K
13768,<=50K
13769,<=50K
13770,<=50K
13771,<=50K
13772,>50K
13773,<=50K
13774,<=50K
13775,>50K
13776,<=50K
13777,<=50K
13778,<=50K
13779,<=50K
13780,>50K
13781,<=50K
13782,<=50K
13783,<=50K
13784,<=50K
13785,<=50K
13786,<=50K
13787,<=50K
13788,<=50K
13789,<=50K
13790,>50K
13791,<=50K
13792,<=50K
13793,<=50K
13794,<=50K
13795,<=50K
13796,<=50K
13797,>50K
13798,<=50K
13799,<=50K
13800,<=50K
13801,<=50K
13802,<=50K
13803,<=50K
13804,<=50K
13805,>50K
13806,<=50K
13807,>50K
13808,<=50K
13809,<=50K
13810,<=50K
13811,<=50K
13812,<=50K
13813,<=50K
13814,<=50K
13815,<=50K
13816,<=50K
13817,<=50K
13818,<=50K
13819,<=50K
13820,<=50K
13821,<=50K
13822,<=50K
13823,<=50K
13824,<=50K
13825,<=50K
13826,>50K
13827,<=50K
13828,<=50K
13829,>50K
13830,<=50K
13831,<=50K
13832,<=50K
13833,>50K
13834,<=50K
13835,<=50K
13836,<=50K
13837,<=50K
13838,<=50K
13839,<=50K
13840,<=50K
13841,<=50K
13842,<=50K
13843,>50K
13844,<=50K
13845,<=50K
13846,>50K
13847,<=50K
13848,<=50K
13849,>50K
13850,<=50K
13851,<=50K
13852,<=50K
13853,<=50K
13854,>50K
13855,>50K
13856,<=50K
13857,<=50K
13858,<=50K
13859,<=50K
13860,<=50K
13861,<=50K
13862,<=50K
13863,>50K
13864,<=50K
13865,<=50K
13866,<=50K
13867,<=50K
13868,>50K
13869,<=50K
13870,<=50K
13871,<=50K
13872,<=50K
13873,<=50K
13874,<=50K
13875,>50K
13876,<=50K
13877,<=50K
13878,<=50K
13879,<=50K
13880,<=50K
13881,<=50K
13882,<=50K
13883,<=50K
13884,<=50K
13885,<=50K
13886,<=50K
13887,<=50K
13888,<=50K
13889,<=50K
13890,>50K
13891,<=50K
13892,>50K
13893,>50K
13894,<=50K
13895,<=50K
13896,>50K
13897,<=50K
13898,<=50K
13899,<=50K
13900,<=50K
13901,<=50K
13902,<=50K
13903,<=50K
13904,<=50K
13905,<=50K
13906,>50K
13907,<=50K
13908,<=50K
13909,>50K
13910,<=50K
13911,<=50K
13912,<=50K
13913,<=50K
13914,<=50K
13915,<=50K
13916,>50K
13917,<=50K
13918,<=50K
13919,>50K
13920,<=50K
13921,<=50K
13922,<=50K
13923,<=50K
13924,<=50K
13925,<=50K
13926,<=50K
13927,<=50K
13928,<=50K
13929,>50K
13930,<=50K
13931,<=50K
13932,<=50K
13933,<=50K
13934,>50K
13935,<=50K
13936,<=50K
13937,<=50K
13938,<=50K
13939,<=50K
13940,<=50K
13941,<=50K
13942,<=50K
13943,<=50K
13944,<=50K
13945,<=50K
13946,<=50K
13947,<=50K
13948,<=50K
13949,>50K
13950,>50K
13951,<=50K
13952,<=50K
13953,<=50K
13954,>50K
13955,<=50K
13956,<=50K
13957,<=50K
13958,<=50K
13959,>50K
13960,>50K
13961,<=50K
13962,<=50K
13963,<=50K
13964,<=50K
13965,<=50K
13966,<=50K
13967,<=50K
13968,>50K
13969,<=50K
13970,<=50K
13971,<=50K
13972,<=50K
13973,<=50K
13974,>50K
13975,<=50K
13976,<=50K
13977,<=50K
13978,<=50K
13979,<=50K
13980,<=50K
13981,<=50K
13982,<=50K
13983,>50K
13984,<=50K
13985,<=50K
13986,<=50K
13987,<=50K
13988,<=50K
13989,>50K
13990,<=50K
13991,<=50K
13992,<=50K
13993,<=50K
13994,>50K
13995,<=50K
13996,<=50K
13997,<=50K
13998,<=50K
13999,<=50K
14000,<=50K
14001,<=50K
14002,<=50K
14003,<=50K
14004,<=50K
14005,<=50K
14006,<=50K
14007,>50K
14008,<=50K
14009,<=50K
14010,<=50K
14011,>50K
14012,<=50K
14013,<=50K
14014,>50K
14015,<=50K
14016,<=50K
14017,<=50K
14018,<=50K
14019,<=50K
14020,<=50K
14021,<=50K
14022,<=50K
14023,<=50K
14024,<=50K
14025,<=50K
14026,<=50K
14027,<=50K
14028,<=50K
14029,>50K
14030,<=50K
14031,<=50K
14032,<=50K
14033,<=50K
14034,<=50K
14035,<=50K
14036,<=50K
14037,<=50K
14038,<=50K
14039,<=50K
14040,<=50K
14041,>50K
14042,<=50K
14043,<=50K
14044,>50K
14045,<=50K
14046,<=50K
14047,>50K
14048,<=50K
14049,<=50K
14050,<=50K
14051,<=50K
14052,<=50K
14053,<=50K
14054,<=50K
14055,<=50K
14056,<=50K
14057,<=50K
14058,<=50K
14059,<=50K
14060,<=50K
14061,<=50K
14062,<=50K
14063,<=50K
14064,<=50K
14065,>50K
14066,<=50K
14067,<=50K
14068,<=50K
14069,<=50K
14070,<=50K
14071,<=50K
14072,<=50K
14073,<=50K
14074,<=50K
14075,>50K
14076,<=50K
14077,<=50K
14078,<=50K
14079,<=50K
14080,<=50K
14081,<=50K
14082,<=50K
14083,>50K
14084,<=50K
14085,<=50K
14086,<=50K
14087,<=50K
14088,<=50K
14089,<=50K
14090,<=50K
14091,<=50K
14092,<=50K
14093,<=50K
14094,<=50K
14095,<=50K
14096,<=50K
14097,<=50K
14098,<=50K
14099,<=50K
14100,<=50K
14101,<=50K
14102,<=50K
14103,>50K
14104,<=50K
14105,<=50K
14106,>50K
14107,<=50K
14108,>50K
14109,<=50K
14110,<=50K
14111,<=50K
14112,<=50K
14113,<=50K
14114,<=50K
14115,<=50K
14116,<=50K
14117,<=50K
14118,<=50K
14119,>50K
14120,<=50K
14121,<=50K
14122,<=50K
14123,<=50K
14124,<=50K
14125,<=50K
14126,<=50K
14127,<=50K
14128,<=50K
14129,>50K
14130,<=50K
14131,<=50K
14132,<=50K
14133,<=50K
14134,<=50K
14135,>50K
14136,<=50K
14137,<=50K
14138,<=50K
14139,>50K
14140,<=50K
14141,<=50K
14142,>50K
14143,<=50K
14144,<=50K
14145,<=50K
14146,<=50K
14147,>50K
14148,<=50K
14149,<=50K
14150,<=50K
14151,<=50K
14152,<=50K
14153,<=50K
14154,<=50K
14155,<=50K
14156,<=50K
14157,<=50K
14158,<=50K
14159,>50K
14160,<=50K
14161,<=50K
14162,<=50K
14163,<=50K
14164,<=50K
14165,<=50K
14166,<=50K
14167,<=50K
14168,>50K
14169,<=50K
14170,<=50K
14171,<=50K
14172,>50K
14173,>50K
14174,<=50K
14175,<=50K
14176,>50K
14177,<=50K
14178,<=50K
14179,<=50K
14180,<=50K
14181,<=50K
14182,>50K
14183,<=50K
14184,<=50K
14185,<=50K
14186,<=50K
14187,<=50K
14188,<=50K
14189,<=50K
14190,<=50K
14191,>50K
14192,>50K
14193,<=50K
14194,<=50K
14195,<=50K
14196,<=50K
14197,<=50K
14198,<=50K
14199,<=50K
14200,<=50K
14201,<=50K
14202,<=50K
14203,<=50K
14204,<=50K
14205,>50K
14206,<=50K
14207,<=50K
14208,<=50K
14209,>50K
14210,>50K
14211,<=50K
14212,<=50K
14213,<=50K
14214,<=50K
14215,<=50K
14216,<=50K
14217,>50K
14218,<=50K
14219,<=50K
14220,<=50K
14221,<=50K
14222,>50K
14223,>50K
14224,<=50K
14225,<=50K
14226,<=50K
14227,<=50K
14228,<=50K
14229,>50K
14230,<=50K
14231,<=50K
